"Location","latitude","longitude"
"Forest Hills",40.7196674347,-73.8461990356
"Southold",41.0560531616,-72.4515533447
"Mankato",44.1734256744,-94.0154495239
"Nunn",40.702583313,-104.7785835266
"77573",29.511669,-95.08709
"Easthampton",42.2676868439,-72.6553344727
"Kearney",40.6895618439,-99.0864219666
"Kernersville",36.1164264679,-80.0684394836
"Trentino",44.237228,10.82077
"Severna Park",39.074081,-76.543861
"Milngavie",55.9569454193,-4.2925159931
"Lake Tekapo",-43.9212341309,170.4048995972
"Galveston",29.2266836166,-94.9171791077
"Calabasas",34.1421928406,-118.7216644287
"Vacaville",38.3511772156,-121.9710273743
"Washougal",45.588640213,-122.3397598267
"Launceston",-41.4199943542,147.1332778931
"Cordova",35.1426334381,-89.7785186768
"Moreno Valley",33.9285984039,-117.2300300598
"Matlock",53.1388530731,-1.5487710238
"Bloomingburg",41.5550537109,-74.4467468262
"Sierra Vista",31.5456857681,-110.314365387
"Vineyard Haven",41.4575576782,-70.5991210938
"The Dalles",45.5992717743,-121.1807899475
"West Monroe",32.5146331787,-92.1462173462
"Almora",29.5819320679,79.6716918945
"South Las Vegas",36.0859470367,-115.1808128357
"Wakefield",53.6617736816,-1.505276978
"Daytona Beach",29.2165842056,-81.0497894287
"Angola",42.6318874359,-79.0279388428
"London Borough of Greenwich",51.5008964539,0.0045965
"Amazonas",-3.39268,-78.774971
"Goodlettsville",36.3203220367,-86.7081375122
"Winter Garden",28.4661855698,-81.6094703674
"Minsk",53.8948364258,27.5734033585
"Babylon",40.6858730316,-73.3728561401
"Calumet City",41.6251983643,-87.5417747498
"Window Rock",35.680015564,-109.0595779419
"Phnom Penh",11.5601935387,104.9072036743
"Coral Springs",26.2698335648,-80.245716095
"West New York",40.772518158,-73.9857292175
"Kearny",40.7596607208,-74.1319236755
"Gibsonton",27.8559322357,-82.3742675781
"Warner Robins",32.5918521881,-83.6352500916
"East Beckley",37.769039,-81.17202
"Kharkiv",49.9926891327,36.245098114
"Whitmore Lake",42.4152622223,-83.76953125
"Merrit Island",28.3659543991,-80.6773719788
"Biddeford",43.4716587067,-70.4391212463
"Delray Beach",26.4619655609,-80.0980987549
"Sunderland City",54.8809432983,-1.4475340247
"Arusha",-3.3552604914,36.6791439056
"Mumbai",19.0786371231,72.8761749268
"Reykjavik",64.1398010254,-21.9011592865
"Ridley Park",39.881191,-75.323242
"Sikeston",36.8892250061,-89.5748825073
"Kaneohe",21.4424190521,-157.7998428345
"Prior Lake",44.7218799591,-93.4284210205
"Mcminnville",45.1999454498,-123.1996955872
"67401",38.834438,-97.650543
"Cameron Park",38.67292,-120.979843
"Covington",33.6045398712,-83.8487281799
"Railroad Ave",48.746547699,-122.477848053
"Sanford",35.4728240967,-79.1707267761
"Folsom",38.6721343994,-121.1687583923
"Folsom",39.8904418945,-75.3270606995
"Lone Tree",39.5387229919,-104.8973197937
"Swansea",51.6357421875,-3.9640344381
"Hyde Park",41.7954483032,-87.5900764465
"Battle Ground",45.7889347076,-122.5436630249
"Ashburn",39.0477581024,-77.4911842346
"Torit",4.4115,32.552502
"Volusia",29.16934,-81.522507
"Davie",26.0649423599,-80.2653427124
"Pitman",39.7355709076,-75.1301460266
"Kerala",22.785629,72.326653
"Schuylerville",40.8357810974,-73.8324928284
"Santa Clarita",34.4020118713,-118.4985771179
"Paige",30.21138,-97.113892
"Norcross",33.9435272217,-84.2232513428
"Solana Beach",32.9917793274,-117.2633552551
"Kingsburg",36.5234165192,-119.5388679504
"Big Sandy",36.2359733582,-88.0918121338
"Petra",39.6115074158,3.1038944721
"Selma",32.4191093445,-87.0363922119
"North Seattle",47.7010326386,-122.3358459473
"Glen Ellyn",41.8284645081,-88.0770568848
"Basingstoke",51.2653846741,-1.1092669964
"Björnlunda",59.087059021,17.1768159866
"Batavia",41.854516983,-88.2941551209
"Beaufort",34.7274742126,-76.6565246582
"Vineland",39.4842720032,-75.0155334473
"Oak Park",41.8821792603,-87.8046188355
"West Mobile",30.4777994156,-88.3902778625
"Norco",33.9281005859,-117.5662765503
"O'Fallon",38.6746730804,-90.2236480713
"Manitou Springs",38.8477993011,-104.9232788086
"Pearl River",41.0620269775,-74.0403404236
"Stow",41.1877536774,-81.4467086792
"North Pomona",34.0924930573,-117.7431983948
"Patton",37.503231,-90.013329
"Kokomo",40.4878826141,-86.1135902405
"Terlingua",29.3119478226,-103.6220283508
"Powderly",37.2328109741,-87.1618156433
"Monroe",41.9083824158,-83.4030799866
"Chino Hills",33.9649982452,-117.7325439453
"Staten Island",40.6595745087,-74.075881958
"Boynton Beach",26.528175354,-80.0813217163
"Mississauga",43.6534061432,-79.669708252
"Capitola",36.999502182,-121.9250106812
"Leominster",42.5320167542,-71.7455596924
"South Lake Tahoe",38.8840084076,-120.0262413025
"Reddick",29.3756761551,-82.1913375855
"Brevard",35.847198,-81.061699
"Powell",40.1454143524,-83.0575294495
"Clinton",42.5714740753,-88.8707313538
"Clinton",42.4048290253,-71.6860618591
"Clinton",41.8581771851,-90.2056083679
"Talladega",33.4468097687,-86.0977592468
"Simsbury",41.8852214813,-72.7971916199
"Ixtapa Zihuatanejo",17.6617174149,-101.5948677063
"Johns Hopkins Homewood",39.3294715881,-76.621383667
"Wauconda",42.2697048187,-88.134513855
"County Durham",54.6836280823,-1.7293104529
"West Hartford",41.8015708923,-72.7286529541
"Brookings",44.3071498871,-96.7889709473
"Laguna Niguel",33.5382995605,-117.7019119263
"Pocasset",41.6876888275,-70.636341095
"Delevan",42.490028,-78.480278
"Hatfield",51.7599124908,-0.2433874905
"Oxnard",34.1997680664,-119.1850395203
"South Paterson",40.8928451538,-74.155216217
"Flemingsburg",38.4257678986,-83.7367858887
"Page",36.9073085785,-111.4362335205
"East Dereham",52.6903629303,0.9452954829
"Round Rock",30.5213537216,-97.686416626
"East Simi Valley",34.281021,-118.68779
"Kalispell",48.2075386047,-114.3126029968
"Southwest Denver",39.66588974,-105.0391769409
"Maple Valley",47.3788528442,-122.0493087769
"Queens Village",40.725342,-73.740242
"Gorham",43.7073707581,-70.4438095093
"Mustang",35.3881111145,-97.7306480408
"30030",33.770889,-84.292351
"Tyler",32.3274345398,-95.2989578247
"Lutz",28.1317653656,-82.4647979736
"Mesquite",32.7517814636,-96.6559066772
"Los Altos",37.3726558685,-122.1187705994
"Abingdon",39.4587306976,-76.2844352722
"Goa",23.727301,84.556801
"Billings Heights",45.8225097656,-108.4641609192
"Snow Road Station",44.948662,-76.679649
"Leicestershire",52.6610908508,-1.032066986
"Peotone",41.3370895386,-87.7931861877
"Højbjerg",55.306911,11.59347
"Hernando",34.8343219757,-89.992603302
"Santo Domingo",18.4816741943,-69.901260376
"Mills River",35.4030303955,-82.5607948303
"Spearfish",44.4749794006,-103.8475379944
"Penn Yan",42.648191452,-77.055141449
"Edwardsburg",41.779340744,-86.0610313416
"Collinsville",38.6764259338,-90.0108757019
"Muskoka",44.900002,-79.366669
"Nanuet",41.1000061035,-74.0199584961
"West Haven",41.2700080872,-72.9570350647
"Allston",42.3604469299,-71.1203308105
"Algonac",42.6179389954,-82.5378684998
"Dobrova",46.0570735931,14.4507761002
"Brooklyn Park",45.1143131256,-93.3233757019
"Noosa Heads",-26.4280529022,153.0933227539
"Manhattan Beach",33.8769512177,-118.4071350098
"Thorsby",53.2226295471,-114.0443496704
"Huntertown",41.2383480072,-85.1516532898
"Santa Ana",33.7301521301,-117.8867721558
"Delta",38.7448730469,-108.0598831177
"Swindon",51.5586414337,-1.7984529734
"Alliance",40.9191646576,-81.1106948853
"Minot",48.2423248291,-101.2832374573
"Lysander",43.184135437,-76.3730354309
"North Smithfield",41.9979801178,-71.5588226318
"New Providence",40.7015705109,-74.4026908875
"Mchenry",42.3346996307,-88.2722129822
"Aiea",21.3521242142,-157.9134902954
"Zimmerman",45.4433307648,-93.5961456299
"Denpasar",-8.6582050323,115.2171173096
"Pinedale",42.8779964447,-109.8796730042
"Dearborn",42.3192062378,-83.2055358887
"Stratham",43.02318573,-70.9077072144
"Keosauqua",40.724187851,-91.9750785828
"West Caldwell",40.84082,-74.302032
"Klamath Falls",42.2227344513,-121.7717323303
"Sandwich",43.8374519348,-71.4025230408
"North Providence",41.855173111,-71.4695167542
"Yorktown",38.9024715424,-77.1371650696
"Hercules",38.0083446503,-122.2493934631
"Pflugerville",30.4454994202,-97.622215271
"Rainford",53.4963855743,-2.7900544405
"Lenox",42.36353302,-73.2712440491
"Kelowna North",49.8897304535,-119.5142211914
"Wheaton",41.8549556732,-88.1081962585
"Independence",38.933883667,-84.5745010376
"Helena",46.5941848755,-112.0247116089
"West Phoenix",33.517332077,-112.0802650452
"Sergeantsville",40.4513282776,-74.9580192566
"Melton Mowbray",52.7682952881,-0.9006465077
"Sale Creek",35.3793067932,-85.1289367676
"Lethbridge",49.6921768188,-112.8461532593
"Lethbridge",48.36974,-53.859211
"Lima",-12.1201410294,-77.059425354
"Fernley",39.6023826599,-119.2258033752
"Goshen",41.3925933838,-74.3354187012
"Campbell",37.2867221832,-121.9295845032
"Cobble Hill",48.6896495819,-123.6060409546
"Grovetown",33.4728679657,-82.2069015503
"Phoenixville",40.133939743,-75.5227661133
"Nanaimo",49.1634254456,-123.9556045532
"Whitewater",42.8315048218,-88.7405700684
"Nantucket",41.2918128967,-70.0975799561
"Euston",51.5284156799,-0.1342429966
"Havana",23.1028728485,-82.3828010559
"Long Prairie",45.9666976929,-94.8594856262
"Boiling Springs",35.2408676147,-81.6455001831
"Union",40.6941947937,-74.2706642151
"Cornelius",35.4760398865,-80.8838577271
"Thomasville",30.8323326111,-83.9761390686
"Fond du Lac",43.7587471008,-88.4399490356
"Lake Hiawatha",40.8818950653,-74.3840370178
"Truro",42.0094585419,-70.1016616821
"Truro",45.3665847778,-63.2920207977
"Gadsden",34.0260429382,-86.0321083069
"Kondoa",-4.90381,35.776939
"Meriden",41.5371837616,-72.8028755188
"Almeria",36.8338508606,-2.4495220184
"Borgholzhausen",52.104801,8.30219
"Alvin",29.4311923981,-95.2520217896
"Freedom",43.8127861023,-71.0350189209
"Waltham",42.3925094605,-71.2485656738
"Crestline",34.2447052002,-117.2910194397
"Bromley",51.4099807739,0.0141509995
"Woodinville",47.7561264038,-122.1349716187
"Barrington",42.1347732544,-88.1171722412
"Kill Devil Hills",36.0131664276,-75.6685905457
"Southwest Omaha",41.2159194946,-96.109462738
"Barstow",34.8829231262,-117.0080528259
"Huddersfield",53.6478748322,-1.8162410259
"Windham",42.7991867065,-71.3021240234
"San Lorenzo",37.6634597778,-122.1197624207
"Mcalisterville",40.637718,-77.273842
"Portimão",37.1306781769,-8.539208889
"Calimesa",33.9852161407,-117.0534324646
"Cleveland Heights",41.5051422119,-81.5623092651
"Sugar Hill",34.1111049652,-84.0637741089
"Sugar Hill",40.8271198273,-73.9381484985
"Amman",31.9669742584,35.9281387329
"Santa Paula",34.3523578644,-119.0685577393
"Patchogue",40.7540340424,-72.9993438721
"Umatilla",28.927031517,-81.6625328064
"Sussex",41.222410202,-74.6014442444
"Meridian Station",32.5448913574,-88.6157302856
"Hector",42.4805755615,-76.8322067261
"Jefferson",29.463261,-98.537643
"Jefferson",34.1168308258,-83.5918807983
"Alfred",42.2572460175,-77.7988204956
"59601",46.5168,-112.121353
"Mcdonough",33.4399356842,-84.157245636
"San Juan Capistrano",33.4885520935,-117.664516449
"Sophia",35.8278942108,-79.8606491089
"Wappingers Falls",41.6001052856,-73.9082603455
"Mullins",34.2070999146,-79.252040863
"Ayer",42.5469112396,-71.5436897278
"Kenai",60.5468711853,-151.2233276367
"Anaheim",33.843378067,-117.847328186
"Shetland Islands",60.2187595367,-1.4232859612
"Jacobus",39.8815860748,-76.7245941162
"Palm Bay",27.9984083176,-80.6572189331
"Mebane",36.1071929932,-79.2663116455
"Silver Spring",39.0254039764,-77.0096893311
"Club at Cape San Blas",29.68099,-85.327789
"Workington",54.6391410828,-3.5370389223
"Ishinomaki-shi",38.3922309875,141.3955459595
"Salton Sea Beach",33.3625907898,-115.9920196533
"Belle Chasse",29.8470430374,-90.0083465576
"Pennsburg",40.3907814026,-75.4941825867
"Las Palmas",28.1296205521,-15.4300832748
"College Park",33.645116806,-84.451374054
"College Park",39.0001659393,-76.9254341125
"Urbana",40.1138210297,-88.192905426
"Pickerington",39.9008350372,-82.7584838867
"Youngstown",41.0965461731,-80.6551399231
"Kashmir",24.85881,86.166901
"Goochland",37.6902713776,-77.8830871582
"Fort Lee",40.8461780548,-73.9418373108
"South Windsor",42.2607479095,-83.0244064331
"Turin",45.0712013245,7.6793568134
"Half Moon Bay",37.4350299835,-122.3835639954
"Aukra",62.7870597839,6.9253559113
"Lindstrom",45.3663711548,-92.8390159607
"Browning",48.5433540344,-113.0335235596
"Ashtabula",41.8828430176,-80.7951927185
"Fullerton",33.8710365295,-117.9659233093
"South Pottstown",40.2410316467,-75.6468772888
"Hainesport",39.9907855988,-74.8194236755
"South Shields",54.9905090332,-1.4286820292
"South Goldsboro",35.357479,-78.006012
"Scarsdale",40.988407135,-73.7854766846
"Cannes",48.045601,-1.90864
"Schiedam",51.9272079468,4.3949594498
"Hugo",45.162311554,-92.9939575195
"Kerch",45.3496818542,36.4938240051
"Granada",11.9378938675,-85.9587478638
"Courtenay",49.6965618134,-125.001750946
"Kálfafell",63.9300537109,-17.6774311066
"Deptford",39.8080844879,-75.1075973511
"Gibsons",49.410987854,-123.5128288269
"Guilford",41.2884616852,-72.6790657043
"Windom",44.8891563416,-93.283241272
"Coboconk",44.654214859,-78.809211731
"Royston",34.2842559814,-83.129486084
"Grayson",38.3448562622,-82.9429931641
"Kyle",29.9828710556,-97.8693847656
"Crete",41.424703598,-87.6492080688
"East Windsor",40.2666149139,-74.5151138306
"Rovaniemi",66.5514144897,25.8382329941
"Grand Haven",43.0129356384,-86.2089004517
"Mojave",35.0555973053,-118.1637954712
"Mullumbimby",-28.5990514755,153.4903793335
"East Jordan",45.166519165,-85.1388397217
"Ubud",-8.5185909271,115.2609138489
"Cologne",50.9522781372,6.9711661339
"Bristow",38.7265796661,-77.5516738892
"Williamsport",41.2401676178,-76.9996528625
"Campobello",44.9210109711,-66.9259223938
"Battersea",51.4708881378,-0.1628929973
"Glen Burnie",39.1679534912,-76.6290359497
"Llanelli",51.6832542419,-4.1419525146
"Ripon",37.7317695618,-121.1561088562
"Frazer",40.0368289948,-75.5560035706
"Cremorne",-37.8300209045,144.9943466187
"Solvang",34.5865726471,-120.1529312134
"Waunakee",43.2009925842,-89.4579353333
"Maitland",28.6160097122,-81.3676948547
"Paju-Si",37.8641319275,126.7838172913
"Central Square",43.2838745117,-76.1475257874
"Stanwood",48.2353801727,-122.3691902161
"Natural Bridge",37.6421909332,-79.5399398804
"Loleta",40.6585960388,-124.2159538269
"Cobham",51.3221702576,-0.4108105004
"Beckley",37.779706955,-81.1890830994
"Templeton",35.555065155,-120.7433395386
"Iganga",0.6159990132,33.4711036682
"Prosser",46.2059955597,-119.7537918091
"Chestnut Ridge",41.0860481262,-74.047164917
"Sevierville",35.8997192383,-83.5493965149
"San Gabriel",34.0967464447,-118.081615448
"Pownal",42.7569789886,-73.2539482117
"Canoga Park",34.2021160126,-118.6001358032
"Fire Island",40.6538276672,-73.1934928894
"Northeastern San Diego",32.9530982971,-117.0586738586
"Morrisville",44.5599575043,-72.6057357788
"Claypool",41.1479415894,-85.8789558411
"Slough",51.509563446,-0.6230015159
"Bronxville",40.9333972931,-73.8334465027
"Granger",41.7417449951,-86.1366462708
"Malverne",40.6781845093,-73.6704750061
"Baulkham Hills",-33.756565094,150.9895477295
"Elm Grove",43.0411643982,-88.0717735291
"West Stockbridge",42.3054046631,-73.3716964722
"Millsboro",38.5860004425,-75.2966308594
"East San Diego",32.7516479492,-117.1109542847
"Cayucos",35.4423046112,-120.9073524475
"Woodland Hills",34.165019989,-118.6270141602
"Florissant",38.8105773926,-90.3281288147
"Spanish Fort",30.6713848114,-87.9118499756
"West Spokane",47.6577987671,-117.4485244751
"Maywood",40.9011859894,-74.0586395264
"Country Club Hills",41.5630321503,-87.7366638184
"Clifton",40.859336853,-74.1660842896
"Rogue River",42.4444408417,-123.1780128479
"Richland Center",43.3421096802,-90.378780365
"Lagrange",41.6497421265,-85.4139137268
"Kern",35.3807010651,-118.9984970093
"Pleasanton",37.6775398254,-121.8277778626
"Glen Mills",39.9136314392,-75.4851608276
"Mayfield Heights",41.531545639,-81.4531173706
"Pine Ridge Reservation",43.263401,-102.703003
"Gillette",44.2757282257,-105.4997138977
"Centralia",39.725231,-96.126343
"Medicine Hat",50.0322589874,-110.6803474426
"Edwardsville",38.8193721771,-89.9441223145
"Brasov",45.6559619904,25.5921144485
"New Richmond",48.1593666077,-65.8675842285
"Sandstone",37.7624740601,-80.8981246948
"Midhurst",50.9799003601,-0.7257619798
"Lyons",41.8264007568,-87.844833374
"Hasbrouck Heights",40.8641796112,-74.0778236389
"West Valley City",40.6852645874,-112.0088348389
"Khartoum",15.5881853104,32.5355815887
"Kings Park",40.8939666748,-73.2472610474
"Sydney Central",-33.8668861389,151.2117004395
"Mission District",37.7586669922,-122.4166908264
"Stockbridge",33.5366706848,-84.237033844
"Stockbridge",42.974029541,-85.6905899048
"La Porte",41.6165714264,-86.7289810181
"Anthony",29.2839326859,-82.1128501892
"Platteville",42.7323760986,-90.4723129272
"Chicoutimi",48.4169387817,-71.0569496155
"Walton",42.1670818329,-75.1250686646
"Albemarle",35.3589477539,-80.198638916
"Seneca",34.6953449249,-82.9400024414
"Woodland Park",38.9918956757,-105.0531845093
"Fairlee",43.9195671082,-72.1561775208
"Big Pine",37.1850204468,-118.3039741516
"Taos",36.4124393463,-105.5637626648
"Carmel Valley",36.4819068909,-121.7234191895
"Cannon Beach",45.8988876343,-123.9574508667
"Apopka",28.6985273361,-81.4886322021
"Farmersville",39.6683082581,-84.4209594727
"Kodiak",57.7908592224,-152.4154510498
"Hamburg",53.5561313629,10.0210437775
"Yokohama-shi",35.4483280182,139.6023788452
"Poproč",48.584332,20.03356
"Vestal",42.0693645477,-76.0551567078
"Den Bosch",52.1833,4.95
"Blue Rapids",39.6786308289,-96.6609306335
"Wesley Chapel",28.2368364334,-82.3315544128
"South Danville",40.110828,-87.636101
"Le Puy",46.833328,1.5
"Porto Alegre",-30.075720787,-51.186794281
"Skopelos",39.032082,26.457291
"Michigan City",41.7175655365,-86.8855361938
"Phil Campbell",34.3507003784,-87.7172241211
"Issaquah",47.530254364,-122.0385360718
"Wickenburg",33.9682350159,-112.7472343445
"Great Barrington",42.192035675,-73.3414535522
"Bulverde",29.7415857315,-98.4567184448
"Menomonie",44.8813419342,-91.9290618896
"Tigard",45.4238777161,-122.783744812
"Ebensburg",40.4849300385,-78.7302284241
"Bannockburn",56.0901145935,-3.9104669094
"Redding",40.5717315674,-122.3824615479
"Caballo",32.9524555206,-107.3190040588
"Monte Verde",10.3180389404,-84.8113632202
"Burien",47.4607753754,-122.3524169922
"East Liverpool",40.6352100372,-80.5632400513
"Lehi",40.4061927795,-111.8666343689
"Central Sioux Falls",43.5336589813,-96.728302002
"Fountain Hills",33.5989646912,-111.7317276001
"Waterbury",41.5614337921,-73.0180435181
"South Seattle",47.5565071106,-122.2848129272
"Goleta",34.4524860382,-119.8322143555
"Orcutt",34.8568954468,-120.4343261719
"Manahawkin",39.6988487244,-74.2496147156
"Arlington Heights",42.0728263855,-87.9898223877
"Pikesville",39.3808555603,-76.7206916809
"Webster City",42.4545230865,-93.812538147
"Horsham",51.0633392334,-0.3294050097
"Tahoe City",39.1703586578,-120.149230957
"Auroville",12.0055,79.811302
"Glen Cove",40.8771915436,-73.6421661377
"Selden",40.8716087341,-73.037021637
"Mendocino",39.3116436005,-123.7743759155
"Robinsonville",34.8306388855,-90.3128585815
"Crumpler",36.5155849457,-81.4095077515
"Dunham",45.1223545074,-72.7919769287
"Nutley",40.8177547455,-74.1635742188
"Novi",42.4748935699,-83.493183136
"Cypress",33.03828,-95.268623
"Belton",31.0571670532,-97.4603729248
"Fairview Heights",38.5945396423,-89.9913063049
"Ogdensburg",41.0755672455,-74.6017723084
"Sumter",33.919757843,-80.420791626
"Oak Cliff",32.7420406342,-96.8346214294
"Duncan",48.7807292938,-123.707611084
"Davidson",35.4969673157,-80.8323364258
"Duarte",34.1478633881,-117.9543952942
"Boronia",-37.8629512787,145.2746505737
"Scunthorpe",53.5898799896,-0.6549305022
"Canby",45.2592029572,-122.6934509277
"Dickinson",29.4631757736,-95.0628890991
"Cobleskill",42.6787014008,-74.4581336975
"Riverdale",33.5627994537,-84.3839492798
"Rancho Santa Margarita",33.620508194,-117.602142334
"Palmer Lake",39.1042118073,-104.9270858765
"Owasso",36.2688484192,-95.8594207764
"Staithes",54.557056427,-0.8017224967
"Hartsel",39.0274505615,-105.807308197
"Taylors Hill",-37.7158336639,144.7442474365
"Manassas Park",38.766731,-77.441727
"Yellville",36.2268447876,-92.682723999
"Leetonia",40.8759746552,-80.7634277344
"Ajax",43.8641872406,-79.0183296204
"Bandung",-6.905718565,107.6162338257
"Mount Airy",39.3795318604,-77.1554794312
"Mount Gilead",40.5442695618,-82.8287162781
"Klagenfurt",46.6418094635,14.3021492958
"Sequim",48.0832061768,-123.1003456116
"Crescent City",41.76537323,-124.1838722229
"Ocean Springs",30.4067821503,-88.8518638611
"Constantia",43.25119,-75.959808
"Victoriaville",46.0507316589,-71.9652633667
"Dacula",34.0046272278,-83.8997764587
"Caylus",44.247318,1.76665
"Bryn Athyn",40.1443405151,-75.0728645325
"Regent's Park",51.5303344727,-0.154982999
"Siskiyou",42.0579185486,-122.6074638367
"Saddle Brook",40.9026851654,-74.0927238464
"Lichfield",52.6771450043,-1.815726459
"Douala",4.0416715145,9.7113552094
"Borden-Carleton",46.2429332733,-63.6670475006
"Langley",48.0428066254,-122.4157943726
"East Fishkill",41.5483722687,-73.7676048279
"Epsom",51.3412322998,-0.2601040006
"Jonesport",44.5345249176,-67.5979766846
"Quispamsis",45.4219894409,-65.950668335
"Pensacola Beach",30.3417654037,-87.1299705505
"38506",36.202641,-85.452477
"Hornby Island",49.5213489532,-124.6454277039
"La Motte",48.34026,-78.133942
"Landing",40.9043750763,-74.6567344666
"North Upper St",38.0514469147,-84.4950523376
"Kronenwetter",44.8408222198,-89.6529693604
"Donegal",54.6623344421,-8.0966629982
"Geleen",50.9788131714,5.8127756119
"Berkhamsted",51.7578334808,-0.5607315004
"Bartlesville",36.7424678802,-95.9587364197
"South Wilmington",41.17392,-88.276108
"Tallinn",59.4318656921,24.7622117996
"Salida",37.6946735382,-121.0810890198
"Casey",39.3065299988,-87.9865150452
"Topsham",43.943862915,-69.9499320984
"La Verne",34.1210708618,-117.7563323975
"Aberdeen Proving Ground",39.4872951508,-76.1259269714
"Poole",50.7076225281,-1.971412003
"Eastern",37.517712,-82.80439
"Punxsutawney",40.9394111633,-78.9687271118
"Old North Yakima",46.6091213226,-120.5173683167
"Indian Harbour Beach",28.147652626,-80.5959968567
"Cronulla",-34.0581378937,151.1635437012
"Carlton",45.2915802002,-123.1796112061
"Lipton",50.902969,-103.848701
"High Point",35.9821872711,-79.9993400574
"Campbell River",50.0079078674,-125.2775268555
"Branson",36.6550292969,-93.2480201721
"Red Bud",38.2092266083,-89.9940948486
"Hamilton Square",40.2375469208,-74.6762962341
"Arivaca",31.590880394,-111.319519043
"Grand River",40.817928,-93.96357
"Whakatane",-37.9557685852,176.9946365356
"Victorville",34.5210666657,-117.3355827332
"Kingsville",27.5030603409,-97.8558883667
"Paoli",40.0375289917,-75.4801712036
"Lenoir City",35.800693512,-84.2677116394
"Angouleme",45.6448955536,0.147435002
"St. Austell",50.3295612335,-4.7962186337
"Decorah",43.3105678558,-91.8045463562
"Newton Falls",41.218914032,-80.9107551575
"Valparaiso",41.4873905182,-87.0682258606
"Pinckney",42.4392757416,-83.9312057495
"Montevideo",-34.8791790009,-56.1643562317
"Bolingbrook",41.6886749268,-88.0927772522
"Neosho",36.8522949219,-94.3737602234
"Mishawaka",41.6661510468,-86.1708145142
"Suwanee",34.0649719238,-84.0702629089
"Council",44.738161087,-116.4336242676
"Farmington",40.9753170013,-111.8815040588
"Farmington",44.6731243134,-70.1528091431
"Sevenoaks",51.2670516968,0.197815001
"Needham",42.2726268768,-71.2446060181
"Ridgecrest",35.6066989899,-117.695148468
"Puerto Chacabuco",-45.4627895355,-72.817073822
"Southport",53.6244411469,-3.0149254799
"Holmdel",40.3822097778,-74.1686058044
"Red Bluff",40.1804199219,-122.2371025085
"Braintree",43.966148,-72.687027
"Pearcedale",-38.202702,145.233231
"Antelope",38.7191429138,-121.366027832
"Mount Laurel",39.9527225494,-74.9081916809
"Princeton Junction",40.2998752594,-74.6367759705
"Red Wing",44.5812568665,-92.519859314
"Globe",33.3977661133,-110.7819213867
"University Way N.E.",47.66193,-122.312729
"Damak",26.6608438492,87.7274589539
"Springville",40.1659641266,-111.6003494263
"Star Prairie",45.1877212524,-92.5291290283
"North Bergen",40.7952365875,-74.0196113586
"Elkin",36.2662258148,-80.8365631104
"Fort Campbell",36.6269931793,-87.4406318665
"Kailua",21.3991327286,-157.7456436157
"Westmont",41.7979888916,-87.9771347046
"Sopchoppy",30.0567140579,-84.4925041199
"Roman",46.9280319214,26.9374036789
"Silver City",32.7799091339,-108.2711868286
"Macungie",40.510471344,-75.5490455627
"Tenterfield",-29.0596380234,152.0137023926
"Spokane Valley",47.653837204,-117.2591705322
"Laredo",27.576997757,-99.4856185913
"Resipol",56.706413269,-5.714918375
"Kemptville",45.0306186676,-75.6629981995
"Lower Hawkesbury",-33.4408,151.044769
"Mortons Gap",37.23811,-87.46962
"Mammoth Lakes",37.6455497742,-118.976726532
"Rural Retreat",36.9032154083,-81.2921981812
"San Dimas",34.1406517029,-117.7928085327
"Kerrville",30.0330142975,-99.1335678101
"Robbinsdale",45.0308418274,-93.32970047
"Isleworth",51.47914505,-0.334502995
"Towson",39.3982982636,-76.6004524231
"Geneseo",42.7966117859,-77.8116531372
"Cairo",30.0558280945,31.2594509125
"New Paris",41.5104866028,-85.8133735657
"Pace",30.6145830154,-87.1571273804
"North Sanbornton",43.5671195984,-71.6029014587
"Oakville",49.9398536682,-98.0065345764
"Bernie",36.6656646729,-89.970249176
"Bigfork",48.0679988861,-114.0601425171
"Streatham",51.4300441742,-0.1290909983
"Homer Glen",41.6280632019,-87.9401473999
"Cape Coral",26.628862381,-81.9876289368
"Mount Pleasant",43.5954799652,-84.777721405
"Waconia",44.8533782959,-93.7907752991
"Far Rockaway",40.6043758392,-73.7437896729
"Manteca",37.8068943024,-121.2342376709
"Shoreham-by-Sea",50.8388271332,-0.2602595016
"Cudahy",42.9584522247,-87.8828659058
"Ronan",47.5338611603,-114.1152458191
"Plainfield",40.6237735748,-74.4174385071
"Plainfield",39.6902599335,-86.3795280457
"Frome",51.2228870392,-2.2985579968
"Red River",36.7147846222,-105.3919944763
"West Chicago",41.892824173,-88.2140007019
"Frankfort",44.6484127045,-86.2276535034
"Little Falls",45.981584549,-94.3745002747
"Shingle Springs",38.6367435455,-120.9499092102
"Grants Pass",42.4437713623,-123.3347396851
"Seffner",27.9918365479,-82.3072395325
"Copperas Cove",31.1176767349,-97.9064064026
"West Deptford",39.836315155,-75.1965293884
"Bremen",53.1196327209,8.7389364243
"Wolfeboro",43.5856246948,-71.1907424927
"Lake Success",40.7585105896,-73.7042503357
"Riley",39.2983169556,-96.8228874207
"King's Lynn",52.7607460022,0.4235364944
"Topeka",39.0333328247,-95.6934509277
"Abidjan",5.3147215843,-4.0018554926
"Morpeth",55.1616039276,-1.6850379705
"Longwood",28.7330598831,-81.3559341431
"Grapevine",32.9357910156,-97.0685005188
"San Miguel de Allende",20.9077644348,-100.7481460571
"Lake City",30.1915588379,-82.6579780579
